
None,None,None,None,22:38:43, 29/04/2024,PresentNone
None,None,None,None,22:38:43, 29/04/2024,PresentNone
None,None,None,None,22:38:43, 29/04/2024,PresentNone
None,None,None,None,22:38:43, 29/04/2024,PresentNone
None,None,None,None,22:38:43, 29/04/2024,PresentNone
None,None,None,None,22:38:44, 29/04/2024,PresentNone
None,None,None,None,22:38:44, 29/04/2024,PresentNone
None,None,None,None,22:38:44, 29/04/2024,PresentNone
None,None,None,None,22:38:44, 29/04/2024,PresentNone
None,None,None,None,22:38:44, 29/04/2024,PresentNone
None,None,None,None,22:38:44, 29/04/2024,PresentNone
None,None,None,None,22:38:44, 29/04/2024,PresentNone
None,None,None,None,22:38:44, 29/04/2024,PresentNone
None,None,None,None,22:38:44, 29/04/2024,PresentNone
None,None,None,None,22:38:44, 29/04/2024,PresentNone
None,None,None,None,22:38:44, 29/04/2024,PresentNone
None,None,None,None,22:38:45, 29/04/2024,PresentNone
None,None,None,None,22:38:45, 29/04/2024,PresentNone
None,None,None,None,22:38:45, 29/04/2024,PresentNone
None,None,None,None,22:38:45, 29/04/2024,PresentNone
None,None,None,None,22:38:45, 29/04/2024,PresentNone
None,None,None,None,22:38:45, 29/04/2024,PresentNone
None,None,None,None,22:38:45, 29/04/2024,PresentNone
None,None,None,None,22:38:45, 29/04/2024,PresentNone
None,None,None,None,22:38:45, 29/04/2024,PresentNone
None,None,None,None,22:38:45, 29/04/2024,PresentNone
None,None,None,None,22:38:45, 29/04/2024,PresentNone
None,None,None,None,22:38:45, 29/04/2024,PresentNone
None,None,None,None,22:38:46, 29/04/2024,PresentNone
None,None,None,None,22:38:46, 29/04/2024,PresentNone
None,None,None,None,22:38:46, 29/04/2024,PresentNone
None,None,None,None,22:38:46, 29/04/2024,PresentNone
None,None,None,None,22:38:46, 29/04/2024,PresentNone
None,None,None,None,22:38:46, 29/04/2024,PresentNone
None,None,None,None,22:38:46, 29/04/2024,PresentNone
None,None,None,None,22:38:46, 29/04/2024,PresentNone
None,None,None,None,22:38:46, 29/04/2024,PresentNone
None,None,None,None,22:38:46, 29/04/2024,PresentNone
None,None,None,None,22:38:46, 29/04/2024,PresentNone
None,None,None,None,22:38:46, 29/04/2024,PresentNone
None,None,None,None,22:38:47, 29/04/2024,PresentNone
None,None,None,None,22:38:47, 29/04/2024,PresentNone
None,None,None,None,22:38:47, 29/04/2024,PresentNone
None,None,None,None,22:38:47, 29/04/2024,PresentNone
